"thread_title";"thread_title_link";"author";"replies";"views";"lastuser";"lastuser_link";"lastpost_link";"lastpost_datetime"
"23 days post Prostatectomy surgery";"http://www.cancerforums.net/threads/28039-23-days-post-Prostatectomy-surgery";"jkile";1;1;"ThatBiopsyHurt";"http://www.cancerforums.net/members/28389-ThatBiopsyHurt";"http://www.cancerforums.net/threads/28039-23-days-post-Prostatectomy-surgery?p=162986#post162986";"12-27-2012, 03:12 AM"
"24 months of ADT during and after radiation improves long-term overall survival";"http://www.cancerforums.net/threads/46597-24-months-of-ADT-during-and-after-radiation-improves-long-term-overall-survival";"Inquiring";0;827;"Inquiring Mind";"http://www.cancerforums.net/members/117950-Inquiring-Mind";"http://www.cancerforums.net/threads/46597-24-months-of-ADT-during-and-after-radiation-improves-long-term-overall-survival?p=297887#post297887";"12-09-2015, 02:31 PM"
"25 year old diagnosed with prostate cancer?";"http://www.cancerforums.net/threads/9728-25-year-old-diagnosed-with-prostate-cancer";"thadzy";3;20;"Replicant";"http://www.cancerforums.net/members/3361-Replicant";"http://www.cancerforums.net/threads/9728-25-year-old-diagnosed-with-prostate-cancer?p=49610#post49610";"07-15-2009, 05:05 PM"
"25 yrs old - my dad was diagnosed with Prostate Cancer";"http://www.cancerforums.net/threads/48298-25-yrs-old-my-dad-was-diagnosed-with-Prostate-Cancer";"EasyBreezy";30;3;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/48298-25-yrs-old-my-dad-was-diagnosed-with-Prostate-Cancer?p=313659#post313659";"07-14-2016, 09:26 PM"
"27 w/ prostate issues, just ejaculated blood. Any explanation?";"http://www.cancerforums.net/threads/28905-27-w-prostate-issues-just-ejaculated-blood-Any-explanation";"zrisk002";4;2;"joeelio";"http://www.cancerforums.net/members/99495-joeelio";"http://www.cancerforums.net/threads/28905-27-w-prostate-issues-just-ejaculated-blood-Any-explanation?p=172299#post172299";"02-12-2013, 04:38 PM"
"29 years old, high PSA";"http://www.cancerforums.net/threads/41291-29-years-old-high-PSA";"Robin1985";19;4;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/41291-29-years-old-high-PSA?p=256733#post256733";"10-20-2014, 11:50 PM"
"2nd Biopsy coming up";"http://www.cancerforums.net/threads/10143-2nd-Biopsy-coming-up";"holler1";7;3;"Hawk";"http://www.cancerforums.net/members/3518-Hawk";"http://www.cancerforums.net/threads/10143-2nd-Biopsy-coming-up?p=52021#post52021";"08-24-2009, 04:16 AM"
"2nd Opinion !!!";"http://www.cancerforums.net/threads/30524-2nd-Opinion-!!!";"Rudyh";3;1;"jfd";"http://www.cancerforums.net/members/101217-jfd";"http://www.cancerforums.net/threads/30524-2nd-Opinion-!!!?p=181293#post181293";"04-06-2013, 04:35 PM"
"2nd Opinion - thoughts on AS";"http://www.cancerforums.net/threads/48973-2nd-Opinion-thoughts-on-AS";"Winter99";10;809;"Tybeeman";"http://www.cancerforums.net/members/120597-Tybeeman";"http://www.cancerforums.net/threads/48973-2nd-Opinion-thoughts-on-AS?p=318447#post318447";"09-21-2016, 11:19 AM"
"2nd opinion advises radiotherapy, 1st opinion only hormone t";"http://www.cancerforums.net/threads/10316-2nd-opinion-advises-radiotherapy-1st-opinion-only-hormone-t";"Nitram";4;3;"Nitram";"http://www.cancerforums.net/members/17610-Nitram";"http://www.cancerforums.net/threads/10316-2nd-opinion-advises-radiotherapy-1st-opinion-only-hormone-t?p=53139#post53139";"09-08-2009, 05:17 PM"
"2nd Opinion on Biopsy";"http://www.cancerforums.net/threads/40333-2nd-Opinion-on-Biopsy";"ddl123161";5;1;"ddayglo";"http://www.cancerforums.net/members/104661-ddayglo";"http://www.cancerforums.net/threads/40333-2nd-Opinion-on-Biopsy?p=249773#post249773";"08-17-2014, 03:33 PM"
"2nd opinion?";"http://www.cancerforums.net/threads/46289-2nd-opinion";"mike54";5;1;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/46289-2nd-opinion?p=295604#post295604";"11-06-2015, 07:13 PM"
"2nd scintigraphy unclear!";"http://www.cancerforums.net/threads/19337-2nd-scintigraphy-unclear!";"SpecialLady";0;1;"SpecialLady";"http://www.cancerforums.net/members/25869-SpecialLady";"http://www.cancerforums.net/threads/19337-2nd-scintigraphy-unclear!?p=103818#post103818";"10-10-2011, 11:27 AM"
"3 Days To Go";"http://www.cancerforums.net/threads/46571-3-Days-To-Go";"trinity3";17;2;"Flkjr";"http://www.cancerforums.net/members/104477-Flkjr";"http://www.cancerforums.net/threads/46571-3-Days-To-Go?p=297912#post297912";"12-09-2015, 11:15 PM"
"3 Month Post RALP & Treatment Plan for Node Positive Prostate Cancer";"http://www.cancerforums.net/threads/44862-3-Month-Post-RALP-amp-Treatment-Plan-for-Node-Positive-Prostate-Cancer";"LetsDoThis";3;838;"JustBrandon";"http://www.cancerforums.net/members/108130-JustBrandon";"http://www.cancerforums.net/threads/44862-3-Month-Post-RALP-amp-Treatment-Plan-for-Node-Positive-Prostate-Cancer?p=285163#post285163";"07-14-2015, 08:19 PM"
"3 month post-op follow up";"http://www.cancerforums.net/threads/48761-3-month-post-op-follow-up";"function2";4;492;"Wilde";"http://www.cancerforums.net/members/113837-Wilde";"http://www.cancerforums.net/threads/48761-3-month-post-op-follow-up?p=316462#post316462";"08-26-2016, 07:42 PM"
"3 month psa";"http://www.cancerforums.net/threads/49057-3-month-psa";"Coors";13;988;"robpar";"http://www.cancerforums.net/members/119746-robpar";"http://www.cancerforums.net/threads/49057-3-month-psa?p=319621#post319621";"10-07-2016, 03:01 PM"
"3 months after da Vinci...first post op PSA";"http://www.cancerforums.net/threads/46614-3-months-after-da-Vinci-first-post-op-PSA";"Merc428";11;2;"marysm";"http://www.cancerforums.net/members/117550-marysm";"http://www.cancerforums.net/threads/46614-3-months-after-da-Vinci-first-post-op-PSA?p=298680#post298680";"12-21-2015, 06:35 PM"
"3 months after surgery";"http://www.cancerforums.net/threads/48347-3-months-after-surgery";"srkohler";8;1;"shu246";"http://www.cancerforums.net/members/106140-shu246";"http://www.cancerforums.net/threads/48347-3-months-after-surgery?p=312585#post312585";"06-29-2016, 09:22 PM"
"3 weeks after DaVinci... So many questions";"http://www.cancerforums.net/threads/33852-3-weeks-after-DaVinci-So-many-questions";"andyd";18;4;"wjw";"http://www.cancerforums.net/members/105529-wjw";"http://www.cancerforums.net/threads/33852-3-weeks-after-DaVinci-So-many-questions?p=207413#post207413";"09-29-2013, 03:39 PM"
"3 weeks out";"http://www.cancerforums.net/threads/29791-3-weeks-out";"clintrig";4;1;"drakebullet";"http://www.cancerforums.net/members/99678-drakebullet";"http://www.cancerforums.net/threads/29791-3-weeks-out?p=176622#post176622";"03-09-2013, 02:03 AM"
"3 weeks Post Op";"http://www.cancerforums.net/threads/25296-3-weeks-Post-Op";"SDH";8;3;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/25296-3-weeks-Post-Op?p=147672#post147672";"09-27-2012, 04:58 AM"
"3 Weeks Post Operation";"http://www.cancerforums.net/threads/48392-3-Weeks-Post-Operation";"Coors";2;532;"MichiganMan16";"http://www.cancerforums.net/members/117327-MichiganMan16";"http://www.cancerforums.net/threads/48392-3-Weeks-Post-Operation?p=312935#post312935";"07-04-2016, 02:17 PM"
"3 Weeks post-op + path report";"http://www.cancerforums.net/threads/36088-3-Weeks-post-op-path-report";"Greatwhitenorth";6;2;"Greatwhitenorth";"http://www.cancerforums.net/members/108489-Greatwhitenorth";"http://www.cancerforums.net/threads/36088-3-Weeks-post-op-path-report?p=222094#post222094";"01-12-2014, 08:21 PM"
"3 weeks post-retropubic RP";"http://www.cancerforums.net/threads/6882-3-weeks-post-retropubic-RP";"garyfoote";4;4;"Bravehardon";"http://www.cancerforums.net/members/106840-Bravehardon";"http://www.cancerforums.net/threads/6882-3-weeks-post-retropubic-RP?p=227830#post227830";"02-24-2014, 03:02 PM"
"3 Year Post Davinci RADICAL Prostatectomy, still incontinent, ED, URODYNAMIC STUDY ?";"http://www.cancerforums.net/threads/19421-3-Year-Post-Davinci-RADICAL-Prostatectomy-still-incontinent-ED-URODYNAMIC-STUDY";"jimmyprostate";6;6;"Kiwi girl";"http://www.cancerforums.net/members/115535-Kiwi-girl";"http://www.cancerforums.net/threads/19421-3-Year-Post-Davinci-RADICAL-Prostatectomy-still-incontinent-ED-URODYNAMIC-STUDY?p=277174#post277174";"04-15-2015, 07:23 PM"
"3-Week Post-DaVinci Update - and a Question";"http://www.cancerforums.net/threads/48606-3-Week-Post-DaVinci-Update-and-a-Question";"Bernard1";13;1;"Bernard1";"http://www.cancerforums.net/members/119516-Bernard1";"http://www.cancerforums.net/threads/48606-3-Week-Post-DaVinci-Update-and-a-Question?p=315055#post315055";"08-06-2016, 07:35 PM"
"30 days post op da vinci still got the Foley and a little blood.";"http://www.cancerforums.net/threads/16483-30-days-post-op-da-vinci-still-got-the-Foley-and-a-little-blood";"fallonboy";2;2;"fallonboy";"http://www.cancerforums.net/members/22208-fallonboy";"http://www.cancerforums.net/threads/16483-30-days-post-op-da-vinci-still-got-the-Foley-and-a-little-blood?p=103783#post103783";"10-10-2011, 12:32 AM"
"300+PSA, still have hope?";"http://www.cancerforums.net/threads/35389-300-PSA-still-have-hope";"heypapa";54;17;"Hopes";"http://www.cancerforums.net/members/118099-Hopes";"http://www.cancerforums.net/threads/35389-300-PSA-still-have-hope?p=308035#post308035";"04-29-2016, 05:42 AM"
"38 years old very confused about whats going on";"http://www.cancerforums.net/threads/47431-38-years-old-very-confused-about-whats-going-on";"galian";26;4;"galian";"http://www.cancerforums.net/members/118801-galian";"http://www.cancerforums.net/threads/47431-38-years-old-very-confused-about-whats-going-on?p=306093#post306093";"03-31-2016, 02:12 PM"
"38 Years old with High PSA";"http://www.cancerforums.net/threads/47270-38-Years-old-with-High-PSA";"rayback";15;2;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/47270-38-Years-old-with-High-PSA?p=304390#post304390";"03-04-2016, 05:47 AM"
"38 years old, high PSA";"http://www.cancerforums.net/threads/32336-38-years-old-high-PSA";"JD1969";9;5;"njs";"http://www.cancerforums.net/members/104192-njs";"http://www.cancerforums.net/threads/32336-38-years-old-high-PSA?p=195556#post195556";"07-13-2013, 01:32 AM"
"3d Color Doppler and MRI, biopsy, voiding symptoms";"http://www.cancerforums.net/threads/15940-3d-Color-Doppler-and-MRI-biopsy-voiding-symptoms";"YogaDude";5;3;"regal1945";"http://www.cancerforums.net/members/19908-regal1945";"http://www.cancerforums.net/threads/15940-3d-Color-Doppler-and-MRI-biopsy-voiding-symptoms?p=83797#post83797";"02-27-2011, 06:42 PM"
"3D mapping biopsy";"http://www.cancerforums.net/threads/11246-3D-mapping-biopsy";"robyn";2;2;"robyn";"http://www.cancerforums.net/members/18004-robyn";"http://www.cancerforums.net/threads/11246-3D-mapping-biopsy?p=58088#post58088";"11-23-2009, 04:05 PM"
"3T MRI Question";"http://www.cancerforums.net/threads/42793-3T-MRI-Question";"trinity3";3;1;"newporter";"http://www.cancerforums.net/members/21257-newporter";"http://www.cancerforums.net/threads/42793-3T-MRI-Question?p=268513#post268513";"02-05-2015, 02:59 AM"
"3T vs 1.5T MRI";"http://www.cancerforums.net/threads/46639-3T-vs-1-5T-MRI";"canesmacker";7;1;"ASAdvocate";"http://www.cancerforums.net/members/113924-ASAdvocate";"http://www.cancerforums.net/threads/46639-3T-vs-1-5T-MRI?p=298313#post298313";"12-15-2015, 10:48 PM"
"4 Days till surgery - any advice?";"http://www.cancerforums.net/threads/43254-4-Days-till-surgery-any-advice";"Logic1";48;9;"jnight72";"http://www.cancerforums.net/members/109425-jnight72";"http://www.cancerforums.net/threads/43254-4-Days-till-surgery-any-advice?p=273655#post273655";"03-16-2015, 12:17 AM"
"4 months after Da Vinci, PSA at .84 -- Now looking at future";"http://www.cancerforums.net/threads/24964-4-months-after-Da-Vinci-PSA-at-84-Now-looking-at-future";"gme";4;3;"gme";"http://www.cancerforums.net/members/30023-gme";"http://www.cancerforums.net/threads/24964-4-months-after-Da-Vinci-PSA-at-84-Now-looking-at-future?p=142883#post142883";"08-24-2012, 10:37 PM"
"4 years post brachytheraphy and cialis is hit or miss";"http://www.cancerforums.net/threads/38409-4-years-post-brachytheraphy-and-cialis-is-hit-or-miss";"bobisnext";4;1;"bobisnext";"http://www.cancerforums.net/members/18492-bobisnext";"http://www.cancerforums.net/threads/38409-4-years-post-brachytheraphy-and-cialis-is-hit-or-miss?p=238113#post238113";"05-07-2014, 01:01 PM"
"4 Years Post Op and Radiation";"http://www.cancerforums.net/threads/38609-4-Years-Post-Op-and-Radiation";"Winter55";3;1;"Bravehardon";"http://www.cancerforums.net/members/106840-Bravehardon";"http://www.cancerforums.net/threads/38609-4-Years-Post-Op-and-Radiation?p=239140#post239140";"05-15-2014, 06:02 PM"
"4+3 for me...";"http://www.cancerforums.net/threads/41633-4-3-for-me";"Radio";42;11;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/41633-4-3-for-me?p=264860#post264860";"01-05-2015, 05:25 PM"
"4+3 gleason score after removal of prostrate";"http://www.cancerforums.net/threads/18488-4-3-gleason-score-after-removal-of-prostrate";"carmela";7;5;"az4peaks";"http://www.cancerforums.net/members/18151-az4peaks";"http://www.cancerforums.net/threads/18488-4-3-gleason-score-after-removal-of-prostrate?p=98582#post98582";"08-22-2011, 06:54 PM"
"4+3 vs. 3+4 GLEASON POST SURGERY ! IS THERE REALLY A HUGE DIFFERENCE ?";"http://www.cancerforums.net/threads/36905-4-3-vs-3-4-GLEASON-POST-SURGERY-!-IS-THERE-REALLY-A-HUGE-DIFFERENCE";"LILDOG";5;1;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/36905-4-3-vs-3-4-GLEASON-POST-SURGERY-!-IS-THERE-REALLY-A-HUGE-DIFFERENCE?p=227129#post227129";"02-18-2014, 07:26 PM"
"40 just diagnosed with PC";"http://www.cancerforums.net/threads/19934-40-just-diagnosed-with-PC";"c.c.";14;4;"c.c.";"http://www.cancerforums.net/members/27704-c-c";"http://www.cancerforums.net/threads/19934-40-just-diagnosed-with-PC?p=108144#post108144";"11-14-2011, 11:07 PM"
"40 yo son of prostate cancer victim";"http://www.cancerforums.net/threads/37468-40-yo-son-of-prostate-cancer-victim";"Hickory";5;1;"Fairwind";"http://www.cancerforums.net/members/20405-Fairwind";"http://www.cancerforums.net/threads/37468-40-yo-son-of-prostate-cancer-victim?p=232130#post232130";"03-25-2014, 02:59 AM"
"40 yrs old, 2 weeks post-op (my story)";"http://www.cancerforums.net/threads/31862-40-yrs-old-2-weeks-post-op-(my-story)";"njs";14;7;"Sarg";"http://www.cancerforums.net/members/81594-Sarg";"http://www.cancerforums.net/threads/31862-40-yrs-old-2-weeks-post-op-(my-story)?p=191457#post191457";"06-15-2013, 10:15 AM"
"41 years old PSA of 0.9 and Urologist said wants to have another PSA done in 4 months";"http://www.cancerforums.net/threads/45854-41-years-old-PSA-of-0-9-and-Urologist-said-wants-to-have-another-PSA-done-in-4-months";"jackdice";9;2;"Michael F";"http://www.cancerforums.net/members/109130-Michael-F";"http://www.cancerforums.net/threads/45854-41-years-old-PSA-of-0-9-and-Urologist-said-wants-to-have-another-PSA-done-in-4-months?p=292023#post292023";"09-26-2015, 09:59 PM"
"43 y/o, PSA=6. Retest and urologist app't in New Year";"http://www.cancerforums.net/threads/46727-43-y-o-PSA-6-Retest-and-urologist-app-t-in-New-Year";"Steven72";15;3;"HighlanderCFH";"http://www.cancerforums.net/members/27612-HighlanderCFH";"http://www.cancerforums.net/threads/46727-43-y-o-PSA-6-Retest-and-urologist-app-t-in-New-Year?p=302391#post302391";"02-07-2016, 09:54 AM"
"43 year old small spike psa";"http://www.cancerforums.net/threads/42542-43-year-old-small-spike-psa";"confusedpsa";7;2;"Pratoman";"http://www.cancerforums.net/members/71581-Pratoman";"http://www.cancerforums.net/threads/42542-43-year-old-small-spike-psa?p=266380#post266380";"01-18-2015, 02:05 PM"
"43 years old and mild spike in psa";"http://www.cancerforums.net/threads/14742-43-years-old-and-mild-spike-in-psa";"fbc1967";8;5;"eyetat";"http://www.cancerforums.net/members/21180-eyetat";"http://www.cancerforums.net/threads/14742-43-years-old-and-mild-spike-in-psa?p=77615#post77615";"11-02-2010, 12:54 AM"
"43 years young and joining the â€œClubâ€";"http://www.cancerforums.net/threads/48867-43-years-young-and-joining-the-%E2%80%9CClub%E2%80%9D";"Chris";14;1;"Gunrun";"http://www.cancerforums.net/members/120248-Gunrun";"http://www.cancerforums.net/threads/48867-43-years-young-and-joining-the-%E2%80%9CClub%E2%80%9D?p=320307#post320307";"10-16-2016, 02:30 PM"
"43yr old AA male...T2,Glean 6, PSA 8.6 max...Got work to do! ( Kinda long )";"http://www.cancerforums.net/threads/15319-43yr-old-AA-male-T2-Glean-6-PSA-8-6-max-Got-work-to-do!-(-Kinda-long-)";"Mholiday";3;4;"johnT";"http://www.cancerforums.net/members/16295-johnT";"http://www.cancerforums.net/threads/15319-43yr-old-AA-male-T2-Glean-6-PSA-8-6-max-Got-work-to-do!-(-Kinda-long-)?p=80189#post80189";"12-31-2010, 12:36 AM"
"44 Yr old Male. Ive had 4 prostate infecttions.";"http://www.cancerforums.net/threads/49039-44-Yr-old-Male-Ive-had-4-prostate-infecttions";"Jrruby";6;475;"Jrruby";"http://www.cancerforums.net/members/120886-Jrruby";"http://www.cancerforums.net/threads/49039-44-Yr-old-Male-Ive-had-4-prostate-infecttions?p=319042#post319042";"09-29-2016, 05:34 PM"
"44yrs old with prostate cancer.";"http://www.cancerforums.net/threads/29836-44yrs-old-with-prostate-cancer";"tim1029";12;4;"Sparky480";"http://www.cancerforums.net/members/29547-Sparky480";"http://www.cancerforums.net/threads/29836-44yrs-old-with-prostate-cancer?p=176773#post176773";"03-10-2013, 12:14 AM"
